sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,reach,rohs,head_width,min_thread_length,finish,fastener_strength_grade_class,thread_pitch
0244FA01112,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/8""-7","7 1/2""",Partially Threaded,-,UNC,"11/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A340,"92800A340 1 1/8""-7 x 7 1/2"" 18-8 Stainless Steel Hex Head Screws",0244FA01112,Inch,Hex,"1.125""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 11/16""","2 3/4""",,,
0244FA00338,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/8""-7","8""",Partially Threaded,ASME B18.2.1,UNC,"11/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A178,"92198A178 1 1/8""-7 x 8"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00338,Inch,Hex,"1.125""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 11/16""","2 1/2""",,,
0244FA01113,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/8""-7","9""",Partially Threaded,-,UNC,"11/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A341,"92800A341 1 1/8""-7 x 9"" 18-8 Stainless Steel Hex Head Screws",0244FA01113,Inch,Hex,"1.125""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 11/16""","2 3/4""",,,
0244FA01114,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/8""-7","12""",Partially Threaded,-,UNC,"11/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A343,"92800A343 1 1/8""-7 x 12"" 18-8 Stainless Steel Hex Head Screws",0244FA01114,Inch,Hex,"1.125""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 11/16""","2 3/4""",,,
0244FA00457,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/8""-7","14""",Partially Threaded,ASME B18.2.1,UNC,"11/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A595,"92198A595 1 1/8""-7 x 14"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00457,Inch,Hex,"1.125""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 11/16""","2 3/4""",,,
0244FA00459,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/8""-7","16""",Partially Threaded,ASME B18.2.1,UNC,"11/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A597,"92198A597 1 1/8""-7 x 16"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00459,Inch,Hex,"1.125""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 11/16""","2 3/4""",,,
0244FA00682,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","2 1/2""",Fully Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92240A265,"92240A265 1 1/4""-7 x 2 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00682,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""",,,,
0244FA01115,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","2 3/4""",Fully Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A344,"92800A344 1 1/4""-7 x 2 3/4"" 18-8 Stainless Steel Hex Head Screws",0244FA01115,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""",,,,
0244FA00656,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","3""",Fully Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92240A236,"92240A236 1 1/4""-7 x 3"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00656,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""",,,,
0244FA01116,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","3 1/4""",Fully Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A345,"92800A345 1 1/4""-7 x 3 1/4"" 18-8 Stainless Steel Hex Head Screws",0244FA01116,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""",,,,
0244FA00339,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","3 1/2""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A237,"92198A237 1 1/4""-7 x 3 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00339,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00340,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","4""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A238,"92198A238 1 1/4""-7 x 4"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00340,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00341,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","4 1/2""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A245,"92198A245 1 1/4""-7 x 4 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00341,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00342,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","5""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A252,"92198A252 1 1/4""-7 x 5"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00342,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00343,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","5 1/2""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A256,"92198A256 1 1/4""-7 x 5 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00343,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00344,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","6""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A260,"92198A260 1 1/4""-7 x 6"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00344,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA01117,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","6 1/4""",Partially Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A346,"92800A346 1 1/4""-7 x 6 1/4"" 18-8 Stainless Steel Hex Head Screws",0244FA01117,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA00345,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","6 1/2""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A264,"92198A264 1 1/4""-7 x 6 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00345,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00346,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","7""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A272,"92198A272 1 1/4""-7 x 7"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00346,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA00347,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","8""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A280,"92198A280 1 1/4""-7 x 8"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00347,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","2 3/4""",,,
0244FA01118,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","8 1/2""",Partially Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A348,"92800A348 1 1/4""-7 x 8 1/2"" 18-8 Stainless Steel Hex Head Screws",0244FA01118,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA01119,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","9""",Partially Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A349,"92800A349 1 1/4""-7 x 9"" 18-8 Stainless Steel Hex Head Screws",0244FA01119,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA01120,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","10""",Partially Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A351,"92800A351 1 1/4""-7 x 10"" 18-8 Stainless Steel Hex Head Screws",0244FA01120,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA01121,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","10 1/2""",Partially Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A352,"92800A352 1 1/4""-7 x 10 1/2"" 18-8 Stainless Steel Hex Head Screws",0244FA01121,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA01122,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","12""",Partially Threaded,-,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A354,"92800A354 1 1/4""-7 x 12"" 18-8 Stainless Steel Hex Head Screws",0244FA01122,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA00460,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","18""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A601,"92198A601 1 1/4""-7 x 18"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00460,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA00461,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/4""-7","20""",Partially Threaded,ASME B18.2.1,UNC,"25/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A602,"92198A602 1 1/4""-7 x 20"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00461,Inch,Hex,"1.25""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"1 7/8""","3""",,,
0244FA01123,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 3/8""-6","3 1/2""",Fully Threaded,-,UNC,"27/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A356,"92800A356 1 3/8""-6 x 3 1/2"" 18-8 Stainless Steel Hex Head Screws",0244FA01123,Inch,Hex,"1.375""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/16""",,,,
0244FA00330,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 3/8""-6","4""",Partially Threaded,ASME B18.2.1,UNC,"27/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A139,"92198A139 1 3/8""-6 x 4"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00330,Inch,Hex,"1.375""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/16""","3""",,,
0244FA00331,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 3/8""-6","5""",Partially Threaded,ASME B18.2.1,UNC,"27/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A141,"92198A141 1 3/8""-6 x 5"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00331,Inch,Hex,"1.375""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/16""","3""",,,
0244FA00332,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 3/8""-6","6""",Partially Threaded,ASME B18.2.1,UNC,"27/32""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A143,"92198A143 1 3/8""-6 x 6"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00332,Inch,Hex,"1.375""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/16""","3""",,,
0244FA00683,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","3""",Fully Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92240A266,"92240A266 1 1/2""-6 x 3"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00683,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""",,,,
0244FA00684,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","3 1/2""",Fully Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92240A267,"92240A267 1 1/2""-6 x 3 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00684,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""",,,,
0244FA00633,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","4""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A961,"92198A961 1 1/2""-6 x 4"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00633,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00634,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","4 1/2""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A963,"92198A963 1 1/2""-6 x 4 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00634,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00635,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","5""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A965,"92198A965 1 1/2""-6 x 5"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00635,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00636,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","5 1/2""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A967,"92198A967 1 1/2""-6 x 5 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00636,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00637,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","6""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A969,"92198A969 1 1/2""-6 x 6"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00637,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00348,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","6 1/2""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A286,"92198A286 1 1/2""-6 x 6 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00348,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00638,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","7""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A973,"92198A973 1 1/2""-6 x 7"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00638,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00639,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","7 1/2""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A975,"92198A975 1 1/2""-6 x 7 1/2"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00639,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA00640,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","8""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A977,"92198A977 1 1/2""-6 x 8"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00640,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/4""",,,
0244FA01124,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","9""",Partially Threaded,-,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A358,"92800A358 1 1/2""-6 x 9"" 18-8 Stainless Steel Hex Head Screws",0244FA01124,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/2""",,,
0244FA01125,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","11""",Partially Threaded,-,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92800A360,"92800A360 1 1/2""-6 x 11"" 18-8 Stainless Steel Hex Head Screws",0244FA01125,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/2""",,,
0244FA00462,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","18""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A605,"92198A605 1 1/2""-6 x 18"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00462,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/2""",,,
0244FA00463,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,"1 1/2""-6","20""",Partially Threaded,ASME B18.2.1,UNC,"15/16""",18-8 Stainless Steel,80000 psi,Rockwell B70,92198A606,"92198A606 1 1/2""-6 x 20"" ASME B18.2.1 18-8 Stainless Steel Hex Head Screws",0244FA00463,Inch,Hex,"1.5""",Coarse,Right Hand,Class 2A,External Hex,Compliant,Compliant,"2 1/4""","3 1/2""",,,
0244FA00001,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,6 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A010,"91287A010 M3 x 6 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00001,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00002,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,8 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A012,"91287A012 M3 x 8 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00002,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00003,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,10 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A014,"91287A014 M3 x 10 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00003,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00004,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,12 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A016,"91287A016 M3 x 12 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00004,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA01293,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,14 mm,Fully Threaded,DIN 933,Metric,2 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A537,92800A537 M3 x 14 mm DIN 933 18-8 Stainless Steel Hex Head Screws,0244FA01293,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00005,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,16 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A018,"91287A018 M3 x 16 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00005,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA01294,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,18 mm,Fully Threaded,DIN 933,Metric,2 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A538,92800A538 M3 x 18 mm DIN 933 18-8 Stainless Steel Hex Head Screws,0244FA01294,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00006,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,20 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A020,"91287A020 M3 x 20 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00006,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00007,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,25 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A022,"91287A022 M3 x 25 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00007,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00008,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,30 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A024,"91287A024 M3 x 30 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00008,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00009,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,35 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A026,"91287A026 M3 x 35 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00009,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00010,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,40 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A028,"91287A028 M3 x 40 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00010,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA01295,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,45 mm,Fully Threaded,DIN 933,Metric,2 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A539,92800A539 M3 x 45 mm DIN 933 18-8 Stainless Steel Hex Head Screws,0244FA01295,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA01296,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M3,50 mm,Fully Threaded,DIN 933,Metric,2 mm,18-8 Stainless Steel,80000 psi,Not Rated,92800A540,92800A540 M3 x 50 mm DIN 933 18-8 Stainless Steel Hex Head Screws,0244FA01296,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,5.5 mm,,,,0.5 mm
0244FA00017,/products/screws/hex-head-screws/18-8-stainless-steel-hex-head-screws/,M4,6 mm,Fully Threaded,"ISO 4017, DIN 933",Metric,2.8 mm,18-8 Stainless Steel,100000 psi,Not Rated,91287A110,"91287A110 M4 x 6 mm ISO 4017, DIN 933 18-8 Stainless Steel Hex Head Screws",0244FA00017,Metric,Hex,,Coarse,Right Hand,Class 6g,External Hex,Compliant,Compliant,7 mm,,,,0.7 mm
