sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_diameter,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,socket_head_profile,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,drive_size,reach,rohs,thread_pitch,min_thread_length
0028FA00077,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2,8 mm,Fully Threaded,-,Metric,3.8 mm,1.35 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A839,92855A839 M2 x 8 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00077,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.3 mm,Compliant,Compliant,0.4 mm,
0028FA00078,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2,10 mm,Fully Threaded,-,Metric,3.8 mm,1.35 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A840,92855A840 M2 x 10 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00078,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.3 mm,Compliant,Compliant,0.4 mm,
0028FA00079,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2,12 mm,Fully Threaded,-,Metric,3.8 mm,1.35 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A841,92855A841 M2 x 12 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00079,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.3 mm,Compliant,Compliant,0.4 mm,
0028FA00080,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2.5,6 mm,Fully Threaded,-,Metric,4.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A842,92855A842 M2.5 x 6 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00080,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.45 mm,
0028FA00081,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2.5,8 mm,Fully Threaded,-,Metric,4.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A843,92855A843 M2.5 x 8 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00081,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.45 mm,
0028FA00082,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2.5,10 mm,Fully Threaded,-,Metric,4.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A844,92855A844 M2.5 x 10 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00082,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.45 mm,
0028FA00083,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M2.5,12 mm,Fully Threaded,-,Metric,4.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A845,92855A845 M2.5 x 12 mm 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00083,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,1.5 mm,Compliant,Compliant,0.45 mm,
0028FA00001,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,4 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A301,92855A301 M3 x 4 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00001,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00002,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,5 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A304,92855A304 M3 x 5 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00002,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00003,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,6 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A307,92855A307 M3 x 6 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00003,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00004,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,8 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A309,92855A309 M3 x 8 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00004,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00005,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,10 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A310,92855A310 M3 x 10 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00005,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00006,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,12 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A313,92855A313 M3 x 12 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00006,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00084,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,14 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A846,92855A846 M3 x 14 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00084,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00007,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,16 mm,Fully Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A316,92855A316 M3 x 16 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00007,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,
0028FA00009,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,20 mm,Partially Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A319,92855A319 M3 x 20 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00009,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,12 mm
0028FA00008,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,25 mm,Partially Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A317,92855A317 M3 x 25 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00008,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,12 mm
0028FA00010,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M3,30 mm,Partially Threaded,DIN 7984,Metric,5.5 mm,2 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A335,92855A335 M3 x 30 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00010,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2 mm,Compliant,Compliant,0.5 mm,12 mm
0028FA00011,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,4 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A401,92855A401 M4 x 4 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00011,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00012,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,5 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A402,92855A402 M4 x 5 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00012,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00013,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,6 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A403,92855A403 M4 x 6 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00013,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00014,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,8 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A408,92855A408 M4 x 8 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00014,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00015,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,10 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A410,92855A410 M4 x 10 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00015,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00144,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,10 mm,Partially Threaded,DIN 6912,Metric,7 mm,2.8 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A111,96970A111 M4 x 10 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00144,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,3 mm,,Compliant,0.7 mm,6.5 mm
0028FA00016,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,12 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A413,92855A413 M4 x 12 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00016,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00145,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,12 mm,Partially Threaded,DIN 6912,Metric,7 mm,2.8 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A112,96970A112 M4 x 12 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00145,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,3 mm,,Compliant,0.7 mm,8.5 mm
0028FA00085,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,14 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A847,92855A847 M4 x 14 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00085,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00017,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,16 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A416,92855A416 M4 x 16 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00017,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00146,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,16 mm,Partially Threaded,DIN 6912,Metric,7 mm,2.8 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A113,96970A113 M4 x 16 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00146,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,3 mm,,Compliant,0.7 mm,12.5 mm
0028FA00018,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,20 mm,Fully Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A419,92855A419 M4 x 20 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00018,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,
0028FA00147,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,20 mm,Partially Threaded,DIN 6912,Metric,7 mm,2.8 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A114,96970A114 M4 x 20 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00147,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,3 mm,,Compliant,0.7 mm,14 mm
0028FA00148,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,25 mm,Partially Threaded,DIN 6912,Metric,7 mm,2.8 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A115,96970A115 M4 x 25 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00148,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,3 mm,,Compliant,0.7 mm,14 mm
0028FA00019,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,25 mm,Partially Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A422,92855A422 M4 x 25 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00019,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,14 mm
0028FA00020,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,30 mm,Partially Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A425,92855A425 M4 x 30 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00020,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,14 mm
0028FA00021,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,35 mm,Partially Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A428,92855A428 M4 x 35 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00021,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,14 mm
0028FA00022,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M4,50 mm,Partially Threaded,DIN 7984,Metric,7 mm,2.8 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A435,92855A435 M4 x 50 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00022,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,2.5 mm,Compliant,Compliant,0.7 mm,13 mm
0028FA00023,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,5 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A501,92855A501 M5 x 5 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00023,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00024,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,6 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A503,92855A503 M5 x 6 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00024,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00025,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,8 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A507,92855A507 M5 x 8 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00025,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00026,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,10 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A510,92855A510 M5 x 10 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00026,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00149,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,10 mm,Partially Threaded,DIN 6912,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A116,96970A116 M5 x 10 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00149,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,4 mm,,Compliant,0.8 mm,5.8 mm
0028FA00027,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,12 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A513,92855A513 M5 x 12 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00027,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00150,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,12 mm,Partially Threaded,DIN 6912,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A117,96970A117 M5 x 12 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00150,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,4 mm,,Compliant,0.8 mm,7.8 mm
0028FA00086,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,14 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Rockwell B70,92855A848,92855A848 M5 x 14 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00086,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00028,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,16 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A516,92855A516 M5 x 16 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00028,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00151,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,16 mm,Partially Threaded,DIN 6912,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A118,96970A118 M5 x 16 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00151,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,4 mm,,Compliant,0.8 mm,11.8 mm
0028FA00029,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,20 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A519,92855A519 M5 x 20 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00029,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00152,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,20 mm,Partially Threaded,DIN 6912,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A119,96970A119 M5 x 20 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00152,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,4 mm,,Compliant,0.8 mm,15.8 mm
0028FA00030,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,25 mm,Fully Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A522,92855A522 M5 x 25 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00030,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,
0028FA00153,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,25 mm,Partially Threaded,DIN 6912,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A121,96970A121 M5 x 25 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00153,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,4 mm,,Compliant,0.8 mm,16 mm
0028FA00154,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,30 mm,Partially Threaded,DIN 6912,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,100000 psi,Rockwell B96,96970A122,96970A122 M5 x 30 mm DIN 6912 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00154,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex with Pilot Recess,4 mm,,Compliant,0.8 mm,16 mm
0028FA00031,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,30 mm,Partially Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A525,92855A525 M5 x 30 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00031,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,16 mm
0028FA00032,/products/screws/socket-head-cap-screws/18-8-stainless-steel-low-profile-socket-head-cap-screws/,M5,35 mm,Partially Threaded,DIN 7984,Metric,8.5 mm,3.5 mm,18-8 Stainless Steel,70000 psi,Not Rated,92855A528,92855A528 M5 x 35 mm DIN 7984 18-8 Stainless Steel Low-Profile Socket Head Screws,0028FA00032,Metric,Socket,Low,,Coarse,Right Hand,Class 6g,Hex,3 mm,Compliant,Compliant,0.8 mm,16 mm
