sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_diameter,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,socket_head_profile,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,drive_size,reach,rohs,thread_pitch,min_thread_length
0009FA02143,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,35 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A132,"91502A132 M4 x 35 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02143,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01754,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,40 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A174,"91290A174 M4 x 40 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01754,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0009FA01761,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,40 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A184,"91290A184 M4 x 40 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01761,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA02144,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,40 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A133,"91502A133 M4 x 40 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02144,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01755,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,45 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A175,"91290A175 M4 x 45 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01755,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0009FA01726,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,45 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A145,"91290A145 M4 x 45 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01726,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA02145,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,45 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A134,"91502A134 M4 x 45 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02145,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01770,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,50 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A193,"91290A193 M4 x 50 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01770,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,
0009FA01763,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,50 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A186,"91290A186 M4 x 50 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01763,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA02146,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,50 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A135,"91502A135 M4 x 50 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02146,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01764,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,55 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A187,"91290A187 M4 x 55 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01764,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01765,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,60 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A188,"91290A188 M4 x 60 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01765,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA02147,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,60 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A136,"91502A136 M4 x 60 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02147,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01667,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,65 mm,Partially Threaded,DIN 912,Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A083,91290A083 M4 x 65 mm DIN 912 Alloy Steel Socket Head Screws,0009FA01667,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01767,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,70 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A190,"91290A190 M4 x 70 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01767,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01669,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,75 mm,Partially Threaded,DIN 912,Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A085,91290A085 M4 x 75 mm DIN 912 Alloy Steel Socket Head Screws,0009FA01669,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01769,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,80 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A192,"91290A192 M4 x 80 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01769,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA02148,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,80 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A137,"91502A137 M4 x 80 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02148,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01988,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,85 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A574,"91290A574 M4 x 85 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01988,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01760,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,90 mm,Partially Threaded,DIN 912,Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A183,91290A183 M4 x 90 mm DIN 912 Alloy Steel Socket Head Screws,0009FA01760,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01762,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,100 mm,Partially Threaded,DIN 912,Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A185,91290A185 M4 x 100 mm DIN 912 Alloy Steel Socket Head Screws,0009FA01762,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01989,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M4,110 mm,Partially Threaded,"DIN 912, ISO 4762",Metric,7 mm,4 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A575,"91290A575 M4 x 110 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01989,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,3 mm,Compliant,Compliant,0.7 mm,20 mm
0009FA01446,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,6 mm,Fully Threaded,"ASTM B117, DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,91274A123,"91274A123 M5 x 6 mm ASTM B117, DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01446,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01797,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,6 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A221,"91290A221 M5 x 6 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01797,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02149,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,6 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A141,"91502A141 M5 x 6 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02149,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00349,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,6 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A228,"90128A228 M5 x 6 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00349,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01448,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,8 mm,Fully Threaded,"ASTM B117, DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,91274A125,"91274A125 M5 x 8 mm ASTM B117, DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01448,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01798,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,8 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A222,"91290A222 M5 x 8 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01798,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02150,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,8 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A142,"91502A142 M5 x 8 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02150,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00352,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,8 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A232,"90128A232 M5 x 8 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00352,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01449,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,10 mm,Fully Threaded,"ASTM B117, DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,91274A126,"91274A126 M5 x 10 mm ASTM B117, DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01449,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02343,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,10 mm,Fully Threaded,DIN 912,Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,95263A332,95263A332 M5 x 10 mm DIN 912 Alloy Steel Socket Head Screws,0009FA02343,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01800,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,10 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A224,"91290A224 M5 x 10 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01800,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02151,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,10 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A143,"91502A143 M5 x 10 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02151,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00354,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,10 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A234,"90128A234 M5 x 10 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00354,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01450,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,12 mm,Fully Threaded,"ASTM B117, DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,91274A127,"91274A127 M5 x 12 mm ASTM B117, DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01450,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02344,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,12 mm,Fully Threaded,DIN 912,Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,95263A346,95263A346 M5 x 12 mm DIN 912 Alloy Steel Socket Head Screws,0009FA02344,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01804,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,12 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A228,"91290A228 M5 x 12 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01804,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02152,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,12 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A144,"91502A144 M5 x 12 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02152,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00356,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,12 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A236,"90128A236 M5 x 12 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00356,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02345,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,14 mm,Fully Threaded,DIN 912,Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,95263A360,95263A360 M5 x 14 mm DIN 912 Alloy Steel Socket Head Screws,0009FA02345,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01805,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,14 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A230,"91290A230 M5 x 14 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01805,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02153,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,14 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A145,"91502A145 M5 x 14 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02153,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01806,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,15 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A231,"91290A231 M5 x 15 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01806,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01452,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,16 mm,Fully Threaded,"ASTM B117, DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,91274A129,"91274A129 M5 x 16 mm ASTM B117, DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01452,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02346,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,16 mm,Fully Threaded,DIN 912,Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,95263A374,95263A374 M5 x 16 mm DIN 912 Alloy Steel Socket Head Screws,0009FA02346,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01807,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,16 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A232,"91290A232 M5 x 16 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01807,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02154,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,16 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A146,"91502A146 M5 x 16 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02154,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00363,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,16 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A244,"90128A244 M5 x 16 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00363,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01813,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,18 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A238,"91290A238 M5 x 18 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01813,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02155,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,18 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A147,"91502A147 M5 x 18 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02155,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01453,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,20 mm,Fully Threaded,"ASTM B117, DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,91274A131,"91274A131 M5 x 20 mm ASTM B117, DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01453,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02347,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,20 mm,Fully Threaded,DIN 912,Metric,8.5 mm,5 mm,Zinc-Flake-Coated Alloy Steel,170000 psi,Rockwell C37,95263A388,95263A388 M5 x 20 mm DIN 912 Alloy Steel Socket Head Screws,0009FA02347,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01817,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A242,"91290A242 M5 x 20 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01817,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA02156,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Blue-Dyed Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,91502A148,"91502A148 M5 x 20 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA02156,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00367,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,20 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A248,"90128A248 M5 x 20 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00367,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA01823,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,22 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Black-Oxide Alloy Steel,170000 psi,Rockwell C37,91290A248,"91290A248 M5 x 22 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA01823,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
0009FA00438,/products/screws/socket-head-cap-screws/alloy-steel-socket-head-cap-screws/,M5,22 mm,Fully Threaded,"DIN 912, ISO 4762",Metric,8.5 mm,5 mm,Zinc-Plated Alloy Steel,170000 psi,Rockwell C37,90128A334,"90128A334 M5 x 22 mm DIN 912, ISO 4762 Alloy Steel Socket Head Screws",0009FA00438,Metric,Socket,Standard,,Coarse,Right Hand,Class 5g6g,Hex,4 mm,Compliant,Compliant,0.8 mm,
